Rank,eBird Scientific Name 2019,Scientific Name
ssp,Cossypha albicapillus giffardi,
ssp,Cossypha albicapillus omoensis,
species,Swynnertonia swynnertoni,Swynnertonia swynnertoni
ssp,Swynnertonia swynnertoni swynnertoni,
ssp,Swynnertonia swynnertoni rodgersi,
species,Pogonocichla stellata,Pogonocichla stellata
ssp,Pogonocichla stellata pallidiflava,
ssp,Pogonocichla stellata intensa,
ssp,Pogonocichla stellata ruwenzorii,
ssp,Pogonocichla stellata elgonensis,
ssp,Pogonocichla stellata guttifer,
ssp,Pogonocichla stellata macarthuri,
ssp,Pogonocichla stellata helleri,
ssp,Pogonocichla stellata orientalis,
ssp,Pogonocichla stellata transvaalensis,
ssp,,
ssp,,
ssp,,
ssp,Pogonocichla stellata stellata,
species,Stiphrornis erythrothorax,Stiphrornis erythrothorax
species,,Stiphrornis pyrrholaemus
ssp,Stiphrornis erythrothorax pyrrholaemus,
ssp,Stiphrornis erythrothorax erythrothorax,
species,,
ssp,Stiphrornis erythrothorax gabonensis,
ssp,,
ssp,,
species,,Stiphrornis xanthogaster
ssp,Stiphrornis erythrothorax xanthogaster,
ssp,,
species,,
ssp,Stiphrornis erythrothorax sanghensis,
ssp,,
species,Sheppardia bocagei,Sheppardia bocagei
ssp,Sheppardia bocagei granti,
species,,Sheppardia poensis
ssp,Sheppardia bocagei poensis,
ssp,Sheppardia bocagei kungwensis,
ssp,Sheppardia bocagei ilyai,
ssp,Sheppardia bocagei kaboboensis,
ssp,Sheppardia bocagei schoutedeni,
ssp,Sheppardia bocagei chapini,
ssp,Sheppardia bocagei bocagei,
species,Sheppardia cyornithopsis,Sheppardia cyornithopsis
ssp,Sheppardia cyornithopsis houghtoni,
ssp,Sheppardia cyornithopsis cyornithopsis,
ssp,Sheppardia cyornithopsis lopezi,
species,Sheppardia aequatorialis,Sheppardia aequatorialis
ssp,Sheppardia aequatorialis acholiensis,
ssp,Sheppardia aequatorialis aequatorialis,
species,Sheppardia sharpei,Sheppardia sharpei
ssp,Sheppardia sharpei usambarae,
ssp,Sheppardia sharpei sharpei,
species,Sheppardia gunningi,Sheppardia gunningi
ssp,Sheppardia gunningi sokokensis,
ssp,Sheppardia gunningi alticola,
ssp,Sheppardia gunningi bensoni,
ssp,Sheppardia gunningi gunningi,
species,Sheppardia gabela,Sheppardia gabela
species,Sheppardia aurantiithorax,Sheppardia aurantiithorax
species,Sheppardia montana,Sheppardia montana
species,Sheppardia lowei,Sheppardia lowei
species,Cichladusa arquata,Cichladusa arquata
species,Cichladusa ruficauda,Cichladusa ruficauda
species,Cichladusa guttata,Cichladusa guttata
ssp,Cichladusa guttata guttata,
ssp,Cichladusa guttata intercalans,
ssp,Cichladusa guttata rufipennis,
species,Heinrichia calligyna,Heinrichia calligyna
species,,Heinrichia simplex
ssp,Heinrichia calligyna simplex,
ssp,Heinrichia calligyna calligyna,
ssp,Heinrichia calligyna picta,
species,Leonardina woodi,Leonardina woodi
species,Brachypteryx stellata,Heteroxenicus stellatus
ssp,Brachypteryx stellata stellata,
ssp,Brachypteryx stellata fusca,
species,Brachypteryx hyperythra,Brachypteryx hyperythra
species,Brachypteryx leucophris,Brachypteryx leucophris
ssp,Brachypteryx leucophris nipalensis,
ssp,Brachypteryx leucophris carolinae,
ssp,Brachypteryx leucophris langbianensis,
ssp,Brachypteryx leucophris wrayi,
ssp,Brachypteryx leucophris leucophris,
species,Brachypteryx cruralis,Brachypteryx cruralis
ssp,,
species,Brachypteryx sinensis,Brachypteryx sinensis
ssp,,
species,Brachypteryx goodfellowi,Brachypteryx goodfellowi
ssp,,
species,Brachypteryx montana,Brachypteryx montana
ssp,Brachypteryx montana sillimani,
species,,Brachypteryx poliogyna
ssp,Brachypteryx montana poliogyna,
ssp,Brachypteryx montana andersoni,
ssp,Brachypteryx montana mindorensis,
ssp,Brachypteryx montana brunneiceps,
ssp,Brachypteryx montana malindangensis,
species,,
ssp,Brachypteryx montana mindanensis,
species,,Brachypteryx erythrogyna
ssp,Brachypteryx montana erythrogyna,
species,,Brachypteryx saturata
ssp,Brachypteryx montana saturata,
ssp,Brachypteryx montana montana,
species,,Brachypteryx floris
ssp,Brachypteryx montana floris,
species,Vauriella gularis,Vauriella gularis
ssp,,
species,Vauriella albigularis,Vauriella albigularis
ssp,,
species,Vauriella insignis,Vauriella insignis
species,Vauriella goodfellowi,Vauriella goodfellowi
species,Larvivora brunnea,Larvivora brunnea
ssp,Larvivora brunnea brunnea,
ssp,Larvivora brunnea wickhami,
species,Larvivora cyane,Larvivora cyane
ssp,Larvivora cyane bochaiensis,
ssp,Larvivora cyane cyane,
ssp,,
species,Larvivora sibilans,Larvivora sibilans
species,Larvivora ruficeps,Larvivora ruficeps
species,Larvivora komadori,Larvivora komadori
ssp,Larvivora komadori komadori,
ssp,Larvivora komadori subrufus,
species,,Larvivora namiyei
ssp,Larvivora komadori namiyei,
species,Larvivora akahige,Larvivora akahige
ssp,Larvivora akahige akahige,
ssp,Larvivora akahige rishirensis,
species,,Larvivora tanensis
ssp,Larvivora akahige tanensis,
species,Luscinia svecica,Cyanecula svecica
ssp,Luscinia svecica svecica,
ssp,Luscinia svecica namnetum,
ssp,Luscinia svecica cyanecula,
ssp,Luscinia svecica azuricollis,
ssp,Luscinia svecica volgae,
ssp,Luscinia svecica magna,
ssp,Luscinia svecica luristanica,
ssp,Luscinia svecica pallidogularis,
ssp,Luscinia svecica tianschanica,
ssp,Luscinia svecica abbotti,
ssp,,
ssp,Luscinia svecica kobdensis,
ssp,Luscinia svecica przevalskii,
species,Luscinia phaenicuroides,Hodgsonius phaenicuroides
ssp,Luscinia phaenicuroides phaenicuroides,
ssp,Luscinia phaenicuroides ichangensis,
species,Luscinia luscinia,Luscinia luscinia
species,Luscinia megarhynchos,Luscinia megarhynchos
ssp,Luscinia megarhynchos megarhynchos,
ssp,Luscinia megarhynchos africana,
ssp,Luscinia megarhynchos golzii,
species,Irania gutturalis,Irania gutturalis
species,Calliope pectoralis,Calliope pectoralis
ssp,Calliope pectoralis ballioni,
ssp,Calliope pectoralis pectoralis,
ssp,Calliope pectoralis confusa,
species,Calliope tschebaiewi,Calliope tschebaiewi
ssp,,
species,Calliope calliope,Calliope calliope
ssp,,
ssp,,
ssp,,
species,Calliope pectardens,Calliope pectardens
species,Calliope obscura,Calliope obscura
species,Myiomela leucura,Myiomela leucura
ssp,Myiomela leucura leucura,
ssp,Myiomela leucura montium,
species,,Myiomela cambodiana
ssp,Myiomela leucura cambodiana,
species,Myiomela diana,Myiomela diana
ssp,Myiomela diana sumatrana,
ssp,Myiomela diana diana,
species,Sholicola major,Sholicola major
ssp,,
species,Sholicola albiventris,Sholicola albiventris
ssp,Sholicola albiventris albiventris,
species,,
ssp,Sholicola albiventris ashambuensis,
species,Tarsiger indicus,Tarsiger indicus
ssp,Tarsiger indicus indicus,
ssp,Tarsiger indicus yunnanensis,
ssp,Tarsiger indicus formosanus,
species,Tarsiger hyperythrus,Tarsiger hyperythrus
species,Tarsiger johnstoniae,Tarsiger johnstoniae
species,Tarsiger cyanurus,Tarsiger cyanurus
ssp,,
species,Tarsiger rufilatus,Tarsiger rufilatus
ssp,,
ssp,,
species,Tarsiger chrysaeus,Tarsiger chrysaeus
ssp,Tarsiger chrysaeus whistleri,
ssp,Tarsiger chrysaeus chrysaeus,
species,Enicurus scouleri,Enicurus scouleri
ssp,Enicurus scouleri scouleri,
ssp,Enicurus scouleri fortis,
species,Enicurus velatus,Enicurus velatus
ssp,Enicurus velatus sumatranus,
ssp,Enicurus velatus velatus,
species,Enicurus ruficapillus,Enicurus ruficapillus
species,Enicurus immaculatus,Enicurus immaculatus
species,Enicurus schistaceus,Enicurus schistaceus
species,Enicurus leschenaulti,Enicurus leschenaulti
ssp,Enicurus leschenaulti indicus,
ssp,Enicurus leschenaulti sinensis,
ssp,Enicurus leschenaulti frontalis,
ssp,Enicurus leschenaulti chaseni,
ssp,Enicurus leschenaulti leschenaulti,
species,,
ssp,Enicurus leschenaulti borneensis,
species,Enicurus maculatus,Enicurus maculatus
ssp,Enicurus maculatus maculatus,
ssp,Enicurus maculatus guttatus,
ssp,Enicurus maculatus bacatus,
ssp,Enicurus maculatus robinsoni,
species,Myophonus blighi,Myophonus blighi
species,Myophonus melanurus,Myophonus melanurus
species,Myophonus glaucinus,Myophonus glaucinus
ssp,,
species,Myophonus borneensis,Myophonus borneensis
ssp,,
species,Myophonus castaneus,Myophonus castaneus
ssp,,
species,Myophonus robinsoni,Myophonus robinsoni
species,Myophonus horsfieldii,Myophonus horsfieldii
species,Myophonus insularis,Myophonus insularis
species,Myophonus caeruleus,Myophonus caeruleus
ssp,Myophonus caeruleus temminckii,
ssp,Myophonus caeruleus caeruleus,
ssp,Myophonus caeruleus eugenei,
ssp,Myophonus caeruleus crassirostris,
ssp,Myophonus caeruleus dichrorhynchus,
ssp,Myophonus caeruleus flavirostris,
species,Cinclidium frontale,Cinclidium frontale
ssp,Cinclidium frontale frontale,
ssp,Cinclidium frontale orientale,
species,Ficedula ruficauda,Ficedula ruficauda
species,Ficedula hypoleuca,Ficedula hypoleuca
ssp,Ficedula hypoleuca hypoleuca,
ssp,Ficedula hypoleuca iberiae,
ssp,Ficedula hypoleuca sibirica,
species,Ficedula speculigera,
ssp,,
species,Ficedula albicollis,Ficedula albicollis
ssp,,
species,Ficedula semitorquata,Ficedula semitorquata
ssp,,
species,Ficedula zanthopygia,Ficedula zanthopygia
species,Ficedula narcissina,Ficedula narcissina
ssp,Ficedula narcissina narcissina,
species,,Ficedula owstoni
ssp,Ficedula narcissina owstoni,
ssp,,
ssp,,
species,Ficedula elisae,Ficedula elisae
ssp,,
species,Ficedula mugimaki,Ficedula mugimaki
species,Ficedula erithacus,Ficedula erithacus
species,Ficedula dumetoria,Ficedula dumetoria
ssp,Ficedula dumetoria dumetoria,
ssp,Ficedula dumetoria muelleri,
species,Ficedula riedeli,Ficedula riedeli
ssp,,
species,Ficedula strophiata,Ficedula strophiata
ssp,Ficedula strophiata strophiata,
ssp,Ficedula strophiata fuscogularis,
species,Ficedula parva,Ficedula parva
ssp,,
species,Ficedula albicilla,Ficedula albicilla
ssp,,
species,Ficedula subrubra,Ficedula subrubra
species,Ficedula hyperythra,Ficedula hyperythra
ssp,Ficedula hyperythra hyperythra,
ssp,Ficedula hyperythra annamensis,
ssp,Ficedula hyperythra innexa,
ssp,Ficedula hyperythra sumatrana,
ssp,Ficedula hyperythra mjobergi,
ssp,Ficedula hyperythra vulcani,
ssp,Ficedula hyperythra clarae,
ssp,Ficedula hyperythra audacis,
ssp,Ficedula hyperythra jugosae,
ssp,Ficedula hyperythra annalisa,
ssp,Ficedula hyperythra negroides,
ssp,Ficedula hyperythra pallidipectus,
ssp,Ficedula hyperythra alifura,
species,Ficedula basilanica,Ficedula basilanica
ssp,Ficedula basilanica samarensis,
ssp,Ficedula basilanica basilanica,
species,Ficedula rufigula,Ficedula rufigula
species,Ficedula buruensis,Ficedula buruensis
ssp,Ficedula buruensis buruensis,
ssp,Ficedula buruensis ceramensis,
ssp,Ficedula buruensis siebersi,
species,Ficedula henrici,Ficedula henrici
species,Ficedula harterti,Ficedula harterti
species,Ficedula platenae,Ficedula platenae
species,Ficedula crypta,Ficedula crypta
ssp,,
species,Ficedula luzoniensis,Ficedula luzoniensis
ssp,Ficedula luzoniensis rara,
ssp,Ficedula luzoniensis calayensis,
ssp,Ficedula luzoniensis luzoniensis,
ssp,,
ssp,Ficedula luzoniensis nigrorum,
ssp,Ficedula luzoniensis montigena,
ssp,Ficedula luzoniensis matutumensis,
ssp,Ficedula luzoniensis daggayana,
ssp,Ficedula luzoniensis malindangensis,
species,Ficedula disposita,Ficedula disposita
ssp,,
species,Ficedula bonthaina,Ficedula bonthaina
ssp,,
species,Ficedula westermanni,Ficedula westermanni
ssp,Ficedula westermanni collini,
ssp,Ficedula westermanni australorientis,
ssp,Ficedula westermanni langbianis,
ssp,Ficedula westermanni westermanni,
ssp,Ficedula westermanni rabori,
ssp,Ficedula westermanni palawanensis,
ssp,Ficedula westermanni hasselti,
ssp,Ficedula westermanni mayri,
species,Ficedula superciliaris,Ficedula superciliaris
ssp,Ficedula superciliaris superciliaris,
ssp,Ficedula superciliaris aestigma,
species,Ficedula tricolor,Ficedula tricolor
ssp,Ficedula tricolor tricolor,
ssp,Ficedula tricolor minuta,
ssp,Ficedula tricolor cerviniventris,
ssp,Ficedula tricolor diversa,
species,Ficedula sapphira,Ficedula sapphira
ssp,Ficedula sapphira sapphira,
ssp,Ficedula sapphira laotiana,
ssp,Ficedula sapphira tienchuanensis,
species,Ficedula nigrorufa,Ficedula nigrorufa
species,Ficedula timorensis,Ficedula timorensis
species,Ficedula hodgsoni,Ficedula hodgsoni
ssp,Ficedula hodgsoni hodgsoni,
ssp,Ficedula hodgsoni sondaica,
species,Phoenicurus alaschanicus,Phoenicurus alaschanicus
species,Phoenicurus erythronotus,Phoenicurus erythronotus
species,Phoenicurus coeruleocephala,Phoenicurus coeruleocephala
species,Phoenicurus ochruros,Phoenicurus ochruros
ssp,Phoenicurus ochruros gibraltariensis,
ssp,Phoenicurus ochruros aterrimus,
ssp,Phoenicurus ochruros ochruros,
ssp,Phoenicurus ochruros semirufus,
ssp,Phoenicurus ochruros phoenicuroides,
ssp,Phoenicurus ochruros xerophilus,
ssp,Phoenicurus ochruros rufiventris,
species,Phoenicurus phoenicurus,Phoenicurus phoenicurus
ssp,Phoenicurus phoenicurus phoenicurus,
ssp,Phoenicurus phoenicurus samamisicus,
species,Phoenicurus hodgsoni,Phoenicurus hodgsoni
species,Phoenicurus schisticeps,Phoenicurus schisticeps
species,Phoenicurus auroreus,Phoenicurus auroreus
ssp,Phoenicurus auroreus leucopterus,
ssp,Phoenicurus auroreus auroreus,
species,Phoenicurus moussieri,Phoenicurus moussieri
species,Phoenicurus erythrogastrus,Phoenicurus erythrogastrus
ssp,Phoenicurus erythrogastrus erythrogastrus,
ssp,Phoenicurus erythrogastrus grandis,
species,Phoenicurus frontalis,Phoenicurus frontalis
species,Phoenicurus fuliginosus,Phoenicurus fuliginosus
ssp,Phoenicurus fuliginosus fuliginosus,
ssp,Phoenicurus fuliginosus affinis,
species,Phoenicurus bicolor,Phoenicurus bicolor
species,Phoenicurus leucocephalus,Phoenicurus leucocephalus
species,Thamnolaea semirufa,Monticola semirufus
species,Monticola rupestris,Monticola rupestris
species,Monticola explorator,Monticola explorator
ssp,Monticola explorator explorator,
ssp,Monticola explorator tenebriformis,
species,Monticola brevipes,Monticola brevipes
ssp,Monticola brevipes brevipes,
ssp,,
species,,
ssp,Monticola brevipes pretoriae,
species,Monticola angolensis,Monticola angolensis
ssp,Monticola angolensis angolensis,
ssp,Monticola angolensis hylophilus,
species,Monticola saxatilis,Monticola saxatilis
species,Monticola rufocinereus,Monticola rufocinereus
ssp,Monticola rufocinereus rufocinereus,
ssp,Monticola rufocinereus sclateri,
species,Monticola solitarius,Monticola solitarius
ssp,Monticola solitarius solitarius,
ssp,Monticola solitarius longirostris,
ssp,Monticola solitarius pandoo,
species,,
ssp,Monticola solitarius philippensis,
ssp,Monticola solitarius madoci,
species,Monticola rufiventris,Monticola rufiventris
species,Monticola cinclorhyncha,Monticola cinclorhyncha
ssp,,
species,Monticola gularis,Monticola gularis
ssp,,
species,Monticola imerina,Monticola imerina
ssp,,
species,Monticola sharpei,Monticola sharpei
species,,Monticola erythronotus
ssp,Monticola sharpei erythronotus,
ssp,Monticola sharpei sharpei,
ssp,,
species,,
ssp,Monticola sharpei bensoni,
species,Saxicola rubetra,Saxicola rubetra
species,Saxicola macrorhynchus,Saxicola macrorhynchus
species,Saxicola insignis,Saxicola insignis
species,Saxicola dacotiae,Saxicola dacotiae
ssp,Saxicola dacotiae dacotiae,
ssp,Saxicola dacotiae murielae,
species,Saxicola rubicola,
ssp,Saxicola rubicola hibernans,
ssp,Saxicola rubicola rubicola,
species,Saxicola maurus,
ssp,Saxicola maurus hemprichii,
ssp,Saxicola maurus variegatus,
ssp,Saxicola maurus maurus,
ssp,Saxicola maurus indicus,
ssp,Saxicola maurus przewalskii,
species,,
ssp,Saxicola maurus stejnegeri,
species,Saxicola torquatus,Saxicola torquatus
ssp,Saxicola torquatus felix,
ssp,Saxicola torquatus albofasciatus,
ssp,Saxicola torquatus jebelmarrae,
ssp,Saxicola torquatus moptanus,
ssp,Saxicola torquatus nebularum,
ssp,Saxicola torquatus axillaris,
ssp,Saxicola torquatus promiscuus,
ssp,Saxicola torquatus salax,
ssp,Saxicola torquatus adamauae,
ssp,Saxicola torquatus pallidigula,
ssp,Saxicola torquatus stonei,
ssp,Saxicola torquatus clanceyi,
ssp,Saxicola torquatus torquatus,
ssp,Saxicola torquatus oreobates,
ssp,Saxicola torquatus voeltzkowi,
species,,
ssp,Saxicola torquatus sibilla,
ssp,,
ssp,,
species,Saxicola tectes,Saxicola tectes
ssp,,
species,Saxicola leucurus,Saxicola leucurus
species,Saxicola caprata,Saxicola caprata
ssp,Saxicola caprata rossorum,
ssp,Saxicola caprata bicolor,
ssp,Saxicola caprata burmanicus,
ssp,Saxicola caprata nilgiriensis,
ssp,Saxicola caprata atratus,
ssp,Saxicola caprata caprata,
ssp,Saxicola caprata randi,
ssp,Saxicola caprata anderseni,
ssp,Saxicola caprata fruticola,
ssp,Saxicola caprata pyrrhonotus,
ssp,Saxicola caprata francki,
ssp,Saxicola caprata albonotatus,
ssp,Saxicola caprata cognatus,
ssp,Saxicola caprata aethiops,
ssp,Saxicola caprata belensis,
ssp,Saxicola caprata wahgiensis,
species,Saxicola jerdoni,Saxicola jerdoni
species,Saxicola ferreus,Saxicola ferreus
ssp,Saxicola ferreus ferreus,
ssp,Saxicola ferreus harringtoni,
species,Saxicola gutturalis,Saxicola gutturalis
ssp,Saxicola gutturalis gutturalis,
ssp,Saxicola gutturalis luctuosus,
species,Campicoloides bifasciatus,Campicoloides bifasciatus
species,Emarginata sinuata,Emarginata sinuata
ssp,Emarginata sinuata hypernephela,
ssp,Emarginata sinuata ensifera,
ssp,Emarginata sinuata sinuata,
species,Emarginata schlegelii,Emarginata schlegelii
ssp,Emarginata schlegelii benguellensis,
ssp,Emarginata schlegelii schlegelii,
ssp,Emarginata schlegelii namaquensis,
ssp,,
ssp,Emarginata schlegelii pollux,
species,Emarginata tractrac,Emarginata tractrac
ssp,Emarginata tractrac hoeschi,
ssp,Emarginata tractrac albicans,
ssp,Emarginata tractrac barlowi,
ssp,Emarginata tractrac nebulosa,
ssp,Emarginata tractrac tractrac,
species,Pinarochroa sordida,Pinarochroa sordida
ssp,Pinarochroa sordida sordida,
ssp,Pinarochroa sordida ernesti,
ssp,,
ssp,Pinarochroa sordida olimotiensis,
ssp,Pinarochroa sordida hypospodia,
species,Thamnolaea cinnamomeiventris,Thamnolaea cinnamomeiventris
ssp,Thamnolaea cinnamomeiventris kordofanensis,
ssp,Thamnolaea cinnamomeiventris albiscapulata,
ssp,Thamnolaea cinnamomeiventris subrufipennis,
ssp,Thamnolaea cinnamomeiventris odica,
ssp,Thamnolaea cinnamomeiventris cinnamomeiventris,
ssp,Thamnolaea cinnamomeiventris autochthones,
species,,
ssp,,
ssp,Thamnolaea cinnamomeiventris bambarae,
ssp,Thamnolaea cinnamomeiventris coronata,
species,Myrmecocichla nigra,Myrmecocichla nigra
species,Myrmecocichla aethiops,Myrmecocichla aethiops
ssp,Myrmecocichla aethiops aethiops,
ssp,Myrmecocichla aethiops sudanensis,
ssp,Myrmecocichla aethiops cryptoleuca,
species,Myrmecocichla tholloni,Myrmecocichla tholloni
species,Myrmecocichla formicivora,Myrmecocichla formicivora
species,Myrmecocichla melaena,Myrmecocichla melaena
species,Myrmecocichla monticola,Myrmecocichla monticola
ssp,Myrmecocichla monticola albipileata,
ssp,Myrmecocichla monticola nigricauda,
ssp,Myrmecocichla monticola atmorii,
ssp,Myrmecocichla monticola monticola,
ssp,,
species,Myrmecocichla arnotti,Myrmecocichla arnotti
ssp,Myrmecocichla arnotti arnotti,
ssp,Myrmecocichla arnotti harterti,
species,Myrmecocichla collaris,
ssp,,
species,Oenanthe oenanthe,Oenanthe oenanthe
ssp,Oenanthe oenanthe leucorhoa,
ssp,Oenanthe oenanthe oenanthe,
ssp,Oenanthe oenanthe libanotica,
ssp,,
ssp,,
species,,Oenanthe seebohmi
ssp,Oenanthe oenanthe seebohmi,
species,Oenanthe pileata,Oenanthe pileata
ssp,Oenanthe pileata neseri,
ssp,Oenanthe pileata livingstonii,
ssp,Oenanthe pileata pileata,
species,Oenanthe bottae,Oenanthe bottae
ssp,Oenanthe bottae bottae,
species,,Oenanthe frenata
ssp,Oenanthe bottae frenata,
species,Oenanthe heuglini,Oenanthe heuglinii
ssp,,
ssp,,
species,Oenanthe isabellina,Oenanthe isabellina
species,Oenanthe monacha,Oenanthe monacha
species,Oenanthe deserti,Oenanthe deserti
ssp,Oenanthe deserti homochroa,
ssp,Oenanthe deserti deserti,
ssp,Oenanthe deserti atrogularis,
ssp,Oenanthe deserti oreophila,
species,Oenanthe hispanica,Oenanthe hispanica
ssp,Oenanthe hispanica hispanica,
species,,
ssp,Oenanthe hispanica melanoleuca,
species,Oenanthe cypriaca,Oenanthe cypriaca
ssp,,
species,Oenanthe pleschanka,Oenanthe pleschanka
ssp,,
species,Oenanthe albifrons,Oenanthe albifrons
ssp,Oenanthe albifrons frontalis,
ssp,Oenanthe albifrons limbata,
ssp,Oenanthe albifrons albifrons,
ssp,Oenanthe albifrons pachyrhyncha,
ssp,Oenanthe albifrons clericalis,
species,Oenanthe phillipsi,Oenanthe phillipsi
ssp,,
species,Oenanthe moesta,Oenanthe moesta
ssp,Oenanthe moesta moesta,
ssp,Oenanthe moesta brooksbanki,
species,Oenanthe melanura,Oenanthe melanura
ssp,Oenanthe melanura melanura,
ssp,Oenanthe melanura neumanni,
ssp,Oenanthe melanura lypura,
ssp,Oenanthe melanura aussae,
ssp,Oenanthe melanura airensis,
ssp,Oenanthe melanura ultima,
species,Oenanthe familiaris,Oenanthe familiaris
ssp,Oenanthe familiaris falkensteini,
ssp,Oenanthe familiaris modesta,
ssp,Oenanthe familiaris omoensis,
ssp,Oenanthe familiaris angolensis,
ssp,Oenanthe familiaris galtoni,
ssp,Oenanthe familiaris hellmayri,
ssp,Oenanthe familiaris actuosa,
ssp,Oenanthe familiaris familiaris,
species,Oenanthe scotocerca,Oenanthe scotocerca
ssp,Oenanthe scotocerca furensis,
ssp,Oenanthe scotocerca scotocerca,
ssp,Oenanthe scotocerca turkana,
ssp,Oenanthe scotocerca spectatrix,
ssp,Oenanthe scotocerca validior,
species,Oenanthe dubia,Oenanthe dubia
species,Oenanthe fusca,Oenanthe fusca
species,Oenanthe picata,Oenanthe picata
species,Oenanthe leucura,Oenanthe leucura
ssp,Oenanthe leucura leucura,
ssp,Oenanthe leucura riggenbachi,
species,Oenanthe lugubris,
ssp,Oenanthe lugubris vauriei,
ssp,Oenanthe lugubris lugubris,
ssp,Oenanthe lugubris schalowi,
species,Oenanthe leucopyga,Oenanthe leucopyga
ssp,Oenanthe leucopyga leucopyga,
ssp,Oenanthe leucopyga aegra,
ssp,Oenanthe leucopyga ernesti,
species,Oenanthe albonigra,Oenanthe albonigra
species,Oenanthe finschii,Oenanthe finschii
ssp,Oenanthe finschii finschii,
ssp,Oenanthe finschii barnesi,
species,Oenanthe lugens,Oenanthe lugens
ssp,Oenanthe lugens halophila,
ssp,Oenanthe lugens lugens,
ssp,Oenanthe lugens warriae,
species,,
ssp,Oenanthe lugens persica,
species,Oenanthe lugentoides,
ssp,Oenanthe lugentoides lugentoides,
ssp,Oenanthe lugentoides boscaweni,
species,Oenanthe xanthoprymna,Oenanthe xanthoprymna
ssp,,
species,Oenanthe chrysopygia,Oenanthe chrysopygia
ssp,,
ssp,,
species,Pinarornis plumosus,Pinarornis plumosus
species,Melaenornis herero,Melaenornis herero
species,Humblotia flavirostris,Humblotia flavirostris
species,Cinclus cinclus,Cinclus cinclus
ssp,Cinclus cinclus hibernicus,
ssp,Cinclus cinclus gularis,
ssp,Cinclus cinclus cinclus,
ssp,Cinclus cinclus aquaticus,
ssp,Cinclus cinclus olympicus,
ssp,Cinclus cinclus minor,
ssp,Cinclus cinclus rufiventris,
ssp,Cinclus cinclus uralensis,
ssp,Cinclus cinclus caucasicus,
ssp,Cinclus cinclus persicus,
ssp,Cinclus cinclus leucogaster,
ssp,,
ssp,Cinclus cinclus cashmeriensis,
ssp,Cinclus cinclus przewalskii,
species,Cinclus pallasii,Cinclus pallasii
ssp,Cinclus pallasii tenuirostris,
ssp,Cinclus pallasii dorjei,
ssp,Cinclus pallasii pallasii,
species,Cinclus mexicanus,Cinclus mexicanus
ssp,Cinclus mexicanus unicolor,
ssp,Cinclus mexicanus mexicanus,
ssp,Cinclus mexicanus anthonyi,
ssp,,
ssp,Cinclus mexicanus ardesiacus,
species,Cinclus leucocephalus,Cinclus leucocephalus
ssp,Cinclus leucocephalus rivularis,
ssp,Cinclus leucocephalus leuconotus,
ssp,Cinclus leucocephalus leucocephalus,
species,Cinclus schulzii,Cinclus schulzii
ssp,,
species,Chloropsis flavipennis,Chloropsis flavipennis
ssp,,
ssp,,
species,Chloropsis palawanensis,Chloropsis palawanensis
species,Chloropsis sonnerati,Chloropsis sonnerati
ssp,Chloropsis sonnerati zosterops,
ssp,,
ssp,Chloropsis sonnerati sonnerati,
species,Chloropsis cyanopogon,Chloropsis cyanopogon
species,,
ssp,Chloropsis cyanopogon septentrionalis,
ssp,Chloropsis cyanopogon cyanopogon,
species,Chloropsis cochinchinensis,Chloropsis cochinchinensis
ssp,,
ssp,Chloropsis cochinchinensis kinneari,
ssp,Chloropsis cochinchinensis auropectus,
ssp,Chloropsis cochinchinensis serithai,
species,,Chloropsis moluccensis
ssp,Chloropsis cochinchinensis moluccensis,
ssp,Chloropsis cochinchinensis icterocephala,
ssp,Chloropsis cochinchinensis natunensis,
ssp,Chloropsis cochinchinensis billitonis,
ssp,Chloropsis cochinchinensis viridinucha,
ssp,Chloropsis cochinchinensis cochinchinensis,
species,Chloropsis kinabaluensis,Chloropsis kinabaluensis
species,Chloropsis jerdoni,Chloropsis jerdoni
ssp,,
species,Chloropsis aurifrons,Chloropsis aurifrons
ssp,Chloropsis aurifrons aurifrons,
ssp,Chloropsis aurifrons frontalis,
ssp,Chloropsis aurifrons insularis,
ssp,Chloropsis aurifrons pridii,
ssp,Chloropsis aurifrons inornata,
ssp,Chloropsis aurifrons incompta,
species,Chloropsis media,Chloropsis media
ssp,,
species,Chloropsis hardwickii,Chloropsis hardwickii
ssp,Chloropsis hardwickii hardwickii,
ssp,Chloropsis hardwickii melliana,
species,,Chloropsis lazulina
ssp,Chloropsis hardwickii lazulina,
ssp,Chloropsis hardwickii malayana,
species,Chloropsis venusta,Chloropsis venusta
species,Prionochilus olivaceus,Prionochilus olivaceus
ssp,Prionochilus olivaceus parsonsi,
ssp,Prionochilus olivaceus olivaceus,
ssp,Prionochilus olivaceus samarensis,
species,Prionochilus maculatus,Prionochilus maculatus
ssp,Prionochilus maculatus septentrionalis,
ssp,Prionochilus maculatus oblitus,
ssp,Prionochilus maculatus maculatus,
ssp,Prionochilus maculatus natunensis,
species,Prionochilus percussus,Prionochilus percussus
ssp,Prionochilus percussus ignicapilla,
ssp,Prionochilus percussus percussus,
ssp,Prionochilus percussus regulus,
species,Prionochilus plateni,Prionochilus plateni
ssp,Prionochilus plateni plateni,
ssp,Prionochilus plateni culionensis,
species,Prionochilus xanthopygius,Prionochilus xanthopygius
species,Prionochilus thoracicus,Prionochilus thoracicus
species,,
species,Dicaeum annae,Dicaeum annae
ssp,Dicaeum annae annae,
ssp,Dicaeum annae sumbavense,
